quarter,result,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,workcity,samecounty,samest,sscounty,ssst
2016Q2,CERTIFIED,285097,572772,8476,50494,140400000,15080,70106,91199680,5,"['54151', '5416', '54161', '54133', '54121']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'COMPUTER PROGRAMMER', 'SYSTEMS ANALYST']","['PLANO-TX', 'NEW YORK-NY', 'EDISON-NJ', 'CHICAGO-IL', 'IRVING-TX', 'PHILADELPHIA-PA', 'DURHAM-NC', 'HOUSTON-TX', 'ROCKVILLE-MD', 'SAN JOSE-CA', 'EAST BRUNSWICK-NJ', 'SUNNYVALE-CA', 'SAN FRANCISCO-CA', 'SANTA CLARA-CA', 'PISCATAWAY-NJ', 'TROY-MI', 'DALLAS-TX', 'MOUNTAIN VIEW-CA', 'PRINCETON-NJ', 'FREMONT-CA']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'ATLANTA-GA', 'CHICAGO-IL', 'SAN JOSE-CA', 'IRVING-TX', 'SUNNYVALE-CA', 'DALLAS-TX', 'PLANO-TX', 'AUSTIN-TX', 'SANTA CLARA-CA', 'MOUNTAIN VIEW-CA', 'BOSTON-MA', 'REDMOND-WA', 'ALPHARETTA-GA', 'CHARLOTTE-NC', 'PRINCETON-NJ', 'SEATTLE-WA', 'PHILADELPHIA-PA']",138373,161433,48.54,56.62
2016Q2,CERTIFIED-WITHDRAWN,10473,19378,12459,51072,450000,17118,70349,328972,5,"['54151', '61131', '5416', '54171', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'ASSISTANT PROFESSOR', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER']","['NEW YORK-NY', 'DURHAM-NC', 'HOUSTON-TX', 'COLLEGE STATION-TX', 'EDISON-NJ', 'BELLEVUE-WA', 'ISELIN-NJ', 'MOUNTAIN VIEW-CA', 'FREMONT-CA', 'SAN FRANCISCO-CA', 'ATLANTA-GA', 'CHICAGO-IL', 'PISCATAWAY-NJ', 'CUPERTINO-CA', 'LOUISVILLE-KY', 'IRVING-TX', 'MONTVILLE-NJ', 'SAN JOSE-CA', 'BOSTON-MA', 'EAST BRUNSWICK-NJ']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'BELLEVUE-WA', 'SUNNYVALE-CA', 'MOUNTAIN VIEW-CA', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'BOSTON-MA', 'PHILADELPHIA-PA', 'REDMOND-WA', 'FREMONT-CA', 'PISCATAWAY-NJ', 'EDISON-NJ', 'NEW BRUNSWICK-NJ', 'AUSTIN-TX', 'NORTH KANSAS CITY-MO', 'CHARLOTTE-NC', 'DALLAS-TX']",5596,6341,53.43,60.55
2016Q2,DENIED,4450,7252,1950,88898,81120000,0,1064778,329139200,3,"['54151', '54161', '54133', '61131', '54121']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'ACCOUNTANT', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'HOUSTON-TX', 'TROY-MI', 'SAN FRANCISCO-CA', 'LOS ANGELES-CA', 'CHICAGO-IL', 'SAN JOSE-CA', 'PHILADELPHIA-PA', 'DALLAS-TX', 'SANTA CLARA-CA', 'BOSTON-MA', 'BROOKLYN-NY', 'MOUNTAIN VIEW-CA', 'SAN DIEGO-CA', 'ALPHARETTA-GA', 'RICHARDSON-TX', 'WASHINGTON-DC', 'ATLANTA-GA', 'IRVING-TX', 'DURHAM-NC']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'TROY-MI', 'HOUSTON-TX', 'LOS ANGELES-CA', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'WASHINGTON-DC', 'BROOKLYN-NY', 'RICHARDSON-TX', 'DALLAS-TX', 'BOSTON-MA', 'SAN DIEGO-CA', 'MOUNTAIN VIEW-CA', 'IRVING-TX', 'MIAMI-FL', 'SEATTLE-WA', 'ALPHARETTA-GA', 'SUNNYVALE-CA']",3369,3651,75.71,82.04
2016Q2,WITHDRAWN,9473,14384,0,172310,270400000,0,132717,135848960,54,"['54151', '54133', '5416', '61131', '54161']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'IRVING-TX', 'DURHAM-NC', 'EDISON-NJ', 'SANTA CLARA-CA', 'HOUSTON-TX', 'PLANO-TX', 'NASHVILLE-TN', 'ISELIN-NJ', 'SAN JOSE-CA', 'SAN FRANCISCO-CA', 'CHICAGO-IL', 'PISCATAWAY-NJ', 'FREMONT-CA', 'RICHARDSON-TX', 'ALISO VIEJO-CA', 'SOUTH PLAINFIELD-NJ', 'DALLAS-TX', 'HERNDON-VA', 'LOS ANGELES-CA']","['NEW YORK-NY', 'IRVING-TX', 'HOUSTON-TX', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'ATLANTA-GA', 'DALLAS-TX', 'SAN JOSE-CA', 'SANTA CLARA-CA', 'SUNNYVALE-CA', 'RICHARDSON-TX', 'COLUMBUS-IN', 'LOS ANGELES-CA', 'PLANO-TX', 'SEATTLE-WA', 'PISCATAWAY-NJ', 'SOMERSET-NJ', 'ISELIN-NJ', 'MOUNTAIN VIEW-CA', 'AUSTIN-TX']",5065,5966,53.47,62.98
2016Q3,CERTIFIED,105791,191350,8555,59024,1038078,16598,77873,631700,5,"['54151', '61131', '54161', '5416', '62211']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'PLANO-TX', 'CHICAGO-IL', 'ROCKVILLE-MD', 'EDISON-NJ', 'PHILADELPHIA-PA', 'EAST BRUNSWICK-NJ', 'TROY-MI', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SAN JOSE-CA', 'SUNNYVALE-CA', 'IRVING-TX', 'BOSTON-MA', 'DURHAM-NC', 'SECAUCUS-NJ', 'SEATTLE-WA', 'SANTA CLARA-CA', 'MOUNTAIN VIEW-CA', 'COLLEGE STATION-TX']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'SUNNYVALE-CA', 'BOSTON-MA', 'SEATTLE-WA', 'REDMOND-WA', 'IRVING-TX', 'CHARLOTTE-NC', 'AUSTIN-TX', 'PHOENIX-AZ', 'DALLAS-TX', 'PHILADELPHIA-PA', 'MOUNTAIN VIEW-CA', 'JERSEY CITY-NJ', 'LOS ANGELES-CA', 'SANTA CLARA-CA']",47489,56147,44.89,53.07
2016Q3,CERTIFIED-WITHDRAWN,13434,18824,8830,64040,83200000,16848,70977,327529,5,"['54151', '61131', '54133', '51121', '54171']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER', 'COMPUTER PROGRAMMER']","['EAST BRUNSWICK-NJ', 'NEW YORK-NY', 'HOUSTON-TX', 'IRVING-TX', 'MOUNTAIN VIEW-CA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'TROY-MI', 'DALLAS-TX', 'TAMPA-FL', 'ATLANTA-GA', 'BELLEVUE-WA', 'COLLEGE STATION-TX', 'SOMERSET-NJ', 'SOUTH PLAINFIELD-NJ', 'ASHBURN-VA', 'CHANTILLY-VA', 'PLANO-TX', 'FARMINGTON HILLS-MI', 'PISCATAWAY-NJ']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'CHICAGO-IL', 'BELLEVUE-WA', 'SUNNYVALE-CA', 'ATLANTA-GA', 'MORRISVILLE-NC', 'MOUNTAIN VIEW-CA', 'BOSTON-MA', 'SAN JOSE-CA', 'CARY-NC', 'DALLAS-TX', 'IRVING-TX', 'AUSTIN-TX', 'REDMOND-WA', 'MILPITAS-CA', 'SEATTLE-WA', 'PLANO-TX', 'LOS ANGELES-CA']",7117,8138,52.98,60.58
2016Q3,DENIED,1621,2518,18,332668,194558000,0,700299,259496640,3,"['54151', '61131', '54161', '62211', '5416']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SENIOR SOFTWARE ENGINEER', 'ASSISTANT PROFESSOR']","['NEW YORK-NY', 'SAN JOSE-CA', 'HOUSTON-TX', 'PHILADELPHIA-PA', 'CHICAGO-IL', 'LOS ANGELES-CA', 'SAN FRANCISCO-CA', 'SEATTLE-WA', 'SUNNYVALE-CA', 'SECAUCUS-NJ', 'PALO ALTO-CA', 'BROOKLYN-NY', 'BOSTON-MA', 'JERSEY CITY-NJ', 'MIAMI-FL', 'SAN DIEGO-CA', 'SANTA CLARA-CA', 'ATLANTA-GA', 'IRVING-TX', 'WASHINGTON-DC']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN JOSE-CA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'LOS ANGELES-CA', 'ATLANTA-GA', 'DALLAS-TX', 'BROOKLYN-NY', 'SEATTLE-WA', 'SAN DIEGO-CA', 'PALO ALTO-CA', 'BOSTON-MA', 'IRVING-TX', 'WASHINGTON-DC', 'MIAMI-FL', 'SUNNYVALE-CA', 'SANTA CLARA-CA', 'BELLEVUE-WA', 'COLUMBUS-OH']",1131,1230,69.77,75.88
2016Q3,WITHDRAWN,4279,5337,11050,341385,274560000,17490,75702,271606,211,"['54151', '61131', '5416', '54133', '62211']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'COMPUTER PROGRAMMER', 'ASSISTANT PROFESSOR', 'SYSTEMS ANALYST']","['NEW YORK-NY', 'DURHAM-NC', 'HOUSTON-TX', 'EDISON-NJ', 'PLANO-TX', 'CHICAGO-IL', 'NASHVILLE-TN', 'SUNNYVALE-CA', 'RTP-NC', 'MOUNTAIN VIEW-CA', 'SAN JOSE-CA', 'ISELIN-NJ', 'ATLANTA-GA', 'EAST BRUNSWICK-NJ', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'PALO ALTO-CA', 'IRVING-TX', 'BOSTON-MA', 'LOUISVILLE-KY']","['NEW YORK-NY', 'HOUSTON-TX', 'ATLANTA-GA', 'SAN FRANCISCO-CA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'SAN JOSE-CA', 'MOUNTAIN VIEW-CA', 'ALPHARETTA-GA', 'COLUMBUS-IN', 'DALLAS-TX', 'IRVING-TX', 'AUSTIN-TX', 'BOSTON-MA', 'COLUMBUS-OH', 'SANTA CLARA-CA', 'WASHINGTON-DC', 'PHILADELPHIA-PA', 'LOS ANGELES-CA', 'PALO ALTO-CA']",1985,2332,46.39,54.5
2016Q4,CERTIFIED,92471,183041,9000,62107,687500,15080,80119,387132,5,"['54151', '5416', '61131', '54161', '54121']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE ENGINEER 2', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER']","['CHICAGO-IL', 'NEW YORK-NY', 'PLANO-TX', 'ROCKVILLE-MD', 'PHILADELPHIA-PA', 'EDISON-NJ', 'TROY-MI', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'SUNNYVALE-CA', 'SAN JOSE-CA', 'IRVING-TX', 'SECAUCUS-NJ', 'SEATTLE-WA', 'SANTA CLARA-CA', 'BOSTON-MA', 'MOUNTAIN VIEW-CA', 'EAST BRUNSWICK-NJ', 'DURHAM-NC', 'REDMOND-WA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'ATLANTA-GA', 'CHICAGO-IL', 'SAN JOSE-CA', 'SUNNYVALE-CA', 'SEATTLE-WA', 'PHOENIX-AZ', 'CHARLOTTE-NC', 'REDMOND-WA', 'IRVING-TX', 'DALLAS-TX', 'PHILADELPHIA-PA', 'BOSTON-MA', 'JERSEY CITY-NJ', 'MOUNTAIN VIEW-CA', 'AUSTIN-TX', 'LOS ANGELES-CA', 'SANTA CLARA-CA']",35349,42583,38.23,46.05
2016Q4,CERTIFIED-WITHDRAWN,13259,14770,10816,57710,412500,17400,74698,387132,5,"['54151', '61131', '52311', '54133', '51121']","['SOFTWARE ENGINEER', 'PROGRAMMER ANALYST', 'SOFTWARE DEVELOPER', 'ASSISTANT PROFESSOR', 'SYSTEMS ANALYST']","['MOUNTAIN VIEW-CA', 'NEW YORK-NY', 'HOUSTON-TX', 'BELLEVUE-WA', 'IRVING-TX', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'ATLANTA-GA', 'TROY-MI', 'PISCATAWAY-NJ', 'PLANO-TX', 'SOUTH PLAINFIELD-NJ', 'NORTH KANSAS CITY-MO', 'EDISON-NJ', 'DALLAS-TX', 'SUNNYVALE-CA', 'SAN JOSE-CA', 'LOUISVILLE-KY', 'BOSTON-MA', 'AUSTIN-TX']","['NEW YORK-NY', 'MOUNTAIN VIEW-CA', 'HOUSTON-TX', 'BELLEVUE-WA', 'SAN FRANCISCO-CA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'IRVING-TX', 'SAN JOSE-CA', 'NORTH KANSAS CITY-MO', 'ATLANTA-GA', 'BOSTON-MA', 'AUSTIN-TX', 'DALLAS-TX', 'PALO ALTO-CA', 'PLANO-TX', 'DULUTH-GA', 'SANTA CLARA-CA', 'PHILADELPHIA-PA', 'SEATTLE-WA']",8214,9264,61.95,69.87
2016Q4,DENIED,1640,3251,8497,64442,450000,0,957669,192264800,3,"['54151', '54161', '61131', '5416', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SENIOR SOFTWARE ENGINEER', 'PROJECT MANAGER', 'SENIOR CONSULTANT']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'EAST BRUNSWICK-NJ', 'CHICAGO-IL', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'BOSTON-MA', 'SAN DIEGO-CA', 'ATLANTA-GA', 'DURHAM-NC', 'SAN JOSE-CA', 'DALLAS-TX', 'IRVING-TX', 'SEATTLE-WA', 'BROOKLYN-NY', 'MOUNTAIN VIEW-CA', 'IRVINE-CA', 'LOS ANGELES-CA', 'SANTA CLARA-CA', 'ALPHARETTA-GA']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'ATLANTA-GA', 'CHICAGO-IL', 'BOSTON-MA', 'SAN JOSE-CA', 'SAN DIEGO-CA', 'LOS ANGELES-CA', 'SEATTLE-WA', 'MOUNTAIN VIEW-CA', 'BROOKLYN-NY', 'DALLAS-TX', 'SUNNYVALE-CA', 'BELLEVUE-WA', 'MINNEAPOLIS-MN', 'IRVINE-CA', 'PHILADELPHIA-PA', 'JERSEY CITY-NJ', 'PLANO-TX']",1008,1128,61.46,68.78
2016Q4,WITHDRAWN,3697,5205,9870,353397,264030000,15080,108974,110323200,158,"['54151', '61131', '54133', '45411', '54161']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'SENIOR SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER']","['DURHAM-NC', 'NEW YORK-NY', 'EDISON-NJ', 'SEATTLE-WA', 'MOUNTAIN VIEW-CA', 'DALLAS-TX', 'HOUSTON-TX', 'CHICAGO-IL', 'PLANO-TX', 'NASHVILLE-TN', 'RTP-NC', 'BUFFALO-NY', 'COLLEGE STATION-TX', 'IRVING-TX', 'TROY-MI', 'ATLANTA-GA', 'BOSTON-MA', 'SANTA CLARA-CA', 'PISCATAWAY-NJ', 'SAN FRANCISCO-CA']","['NEW YORK-NY', 'HOUSTON-TX', 'MOUNTAIN VIEW-CA', 'SEATTLE-WA', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'ATLANTA-GA', 'CHICAGO-IL', 'PHOENIX-AZ', 'SUNNYVALE-CA', 'SAN JOSE-CA', 'COLUMBUS-IN', 'BOSTON-MA', 'IRVING-TX', 'JERSEY CITY-NJ', 'LOS ANGELES-CA', 'REDMOND-WA', 'AUSTIN-TX', 'PLANO-TX', 'COLUMBUS-OH']",1592,1922,43.06,51.99
2017Q1,CERTIFIED,75298,157952,9870,60779,750880,15080,80474,520000,5,"['54151', '61131', '5416', '54161', '54121']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'SENIOR SOFTWARE ENGINEER']","['PLANO-TX', 'CHICAGO-IL', 'NEW YORK-NY', 'DURHAM-NC', 'ROCKVILLE-MD', 'PHILADELPHIA-PA', 'EDISON-NJ', 'TROY-MI', 'REDMOND-WA', 'SAN FRANCISCO-CA', 'SECAUCUS-NJ', 'SAN JOSE-CA', 'SUNNYVALE-CA', 'SEATTLE-WA', 'TAMPA-FL', 'SANTA CLARA-CA', 'MOUNTAIN VIEW-CA', 'HOUSTON-TX', 'EAST BRUNSWICK-NJ', 'IRVING-TX']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SAN JOSE-CA', 'CHICAGO-IL', 'ATLANTA-GA', 'SEATTLE-WA', 'REDMOND-WA', 'SUNNYVALE-CA', 'DALLAS-TX', 'PHOENIX-AZ', 'IRVING-TX', 'MOUNTAIN VIEW-CA', 'BOSTON-MA', 'CHARLOTTE-NC', 'AUSTIN-TX', 'SANTA CLARA-CA', 'BELLEVUE-WA', 'PHILADELPHIA-PA', 'LOS ANGELES-CA']",28990,35296,38.5,46.88
2017Q1,CERTIFIED-WITHDRAWN,9659,10787,13000,59916,800000,16880,73745,567840,5,"['54151', '61131', '5416', '51121', '52392']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SOFTWARE ENGINEER 2', 'ASSISTANT PROFESSOR']","['NEW YORK-NY', 'HOUSTON-TX', 'REDMOND-WA', 'DURHAM-NC', 'MOUNTAIN VIEW-CA', 'PLANO-TX', 'SAN FRANCISCO-CA', 'SOUTH PLAINFIELD-NJ', 'CHICAGO-IL', 'TROY-MI', 'WOODBRIDGE-NJ', 'IRVING-TX', 'FARMINGTON HILLS-MI', 'STERLING-VA', 'DALLAS-TX', 'CUPERTINO-CA', 'EDISON-NJ', 'TAMPA-FL', 'LOUISVILLE-KY', 'AUSTIN-TX']","['NEW YORK-NY', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'MOUNTAIN VIEW-CA', 'REDMOND-WA', 'ATLANTA-GA', 'BELLEVUE-WA', 'SAN JOSE-CA', 'IRVING-TX', 'WOODBRIDGE-NJ', 'AUSTIN-TX', 'BOSTON-MA', 'DALLAS-TX', 'RICHMOND-VA', 'PLANO-TX', 'CAMBRIDGE-MA', 'SEATTLE-WA', 'SOMERSET-NJ']",5102,5965,52.82,61.76
2017Q1,DENIED,1319,2310,8372,114075,69680000,0,1544967,195813280,3,"['54151', '54161', '61131', '54121', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SENIOR SOFTWARE ENGINEER', 'SENIOR CONSULTANT']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'HOUSTON-TX', 'CHICAGO-IL', 'LOS ANGELES-CA', 'SAN FRANCISCO-CA', 'BOSTON-MA', 'DURHAM-NC', 'SAN JOSE-CA', 'MOUNTAIN VIEW-CA', 'BROOKLYN-NY', 'DALLAS-TX', 'IRVINE-CA', 'SEATTLE-WA', 'PLANO-TX', 'BELLEVUE-WA', 'EDISON-NJ', 'PALO ALTO-CA', 'TAMPA-FL', 'IRVING-TX']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'LOS ANGELES-CA', 'BROOKLYN-NY', 'BOSTON-MA', 'SAN JOSE-CA', 'PHILADELPHIA-PA', 'SEATTLE-WA', 'ATLANTA-GA', 'AUSTIN-TX', 'SUNNYVALE-CA', 'WASHINGTON-DC', 'CHARLOTTE-NC', 'PALO ALTO-CA', 'MOUNTAIN VIEW-CA', 'MIAMI-FL', 'SAN DIEGO-CA', 'BELLEVUE-WA']",861,962,65.28,72.93
2017Q1,WITHDRAWN,3112,4214,13894,249400,343861440,15600,78554,524778,193,"['54151', '61131', '45411', '54133', '54171']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SYSTEMS ANALYST', 'MANAGING CONSULTANT', 'APPLICATION DEVELOPER']","['DURHAM-NC', 'NEW YORK-NY', 'SEATTLE-WA', 'HOUSTON-TX', 'EDISON-NJ', 'CHICAGO-IL', 'NASHVILLE-TN', 'TROY-MI', 'MOUNTAIN VIEW-CA', 'SAN FRANCISCO-CA', 'IRVING-TX', 'PLANO-TX', 'DALLAS-TX', 'PALO ALTO-CA', 'SUNNYVALE-CA', 'SAN JOSE-CA', 'BOSTON-MA', 'ATLANTA-GA', 'RTP-NC', 'CUPERTINO-CA']","['NEW YORK-NY', 'HOUSTON-TX', 'SEATTLE-WA', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'ATLANTA-GA', 'SUNNYVALE-CA', 'CHICAGO-IL', 'PHOENIX-AZ', 'SAN JOSE-CA', 'AUSTIN-TX', 'MOUNTAIN VIEW-CA', 'SANTA CLARA-CA', 'COLUMBUS-IN', 'MIDDLETOWN-NJ', 'PHILADELPHIA-PA', 'LOS ANGELES-CA', 'CHARLOTTE-NC', 'IRVING-TX', 'PALO ALTO-CA']",1349,1602,43.35,51.48
2017Q2,CERTIFIED,285811,567448,8372,56855,228800000,15080,73797,414007,5,"['54151', '54161', '5416', '61131', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['PLANO-TX', 'NEW YORK-NY', 'CHICAGO-IL', 'EDISON-NJ', 'IRVING-TX', 'PHILADELPHIA-PA', 'TROY-MI', 'ROCKVILLE-MD', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SANTA CLARA-CA', 'SUNNYVALE-CA', 'DALLAS-TX', 'SAN JOSE-CA', 'MOUNTAIN VIEW-CA', 'DURHAM-NC', 'BOSTON-MA', 'SEATTLE-WA', 'SECAUCUS-NJ', 'PISCATAWAY-NJ']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'CHICAGO-IL', 'ATLANTA-GA', 'SAN JOSE-CA', 'IRVING-TX', 'DALLAS-TX', 'SEATTLE-WA', 'SUNNYVALE-CA', 'MOUNTAIN VIEW-CA', 'AUSTIN-TX', 'BOSTON-MA', 'SANTA CLARA-CA', 'LOS ANGELES-CA', 'PLANO-TX', 'ALPHARETTA-GA', 'REDMOND-WA', 'CHARLOTTE-NC', 'PALO ALTO-CA']",141961,164563,49.67,57.58
2017Q2,CERTIFIED-WITHDRAWN,10453,11924,12500,54688,879300,15080,71617,326105,5,"['54151', '61131', '54171', '51121', '54133']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'COMPUTER PROGRAMMER', 'SYSTEMS ANALYST', 'SOFTWARE DEVELOPER']","['NEW YORK-NY', 'EXTON-PA', 'MOUNTAIN VIEW-CA', 'ATLANTA-GA', 'HOUSTON-TX', 'ISELIN-NJ', 'IRVING-TX', 'SANTA CLARA-CA', 'DURHAM-NC', 'SAN FRANCISCO-CA', 'CHICAGO-IL', 'PLANO-TX', 'TROY-MI', 'EDISON-NJ', 'PISCATAWAY-NJ', 'SOMERSET-NJ', 'LOUISVILLE-KY', 'PALO ALTO-CA', 'FARMINGTON HILLS-MI', 'SAN JOSE-CA']","['NEW YORK-NY', 'EXTON-PA', 'HOUSTON-TX', 'SAN FRANCISCO-CA', 'MOUNTAIN VIEW-CA', 'ATLANTA-GA', 'SUNNYVALE-CA', 'ISELIN-NJ', 'CHICAGO-IL', 'SAN JOSE-CA', 'BOSTON-MA', 'DORAL-FL', 'SANTA CLARA-CA', 'IRVING-TX', 'AUSTIN-TX', 'SAN JUAN CAPISTRANO-CA', 'PALO ALTO-CA', 'ALPHARETTA-GA', 'CARY-NC', 'SAN DIEGO-CA']",5987,6865,57.28,65.67
2017Q2,DENIED,4021,8052,7500,88685,78000000,25,1292485,211604640,4,"['54151', '54161', '54133', '61131', '62211']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'COMPUTER SYSTEMS ANALYST', 'COMPUTER PROGRAMMER']","['NEW YORK-NY', 'PHILADELPHIA-PA', 'CHICAGO-IL', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'PLANO-TX', 'MOUNTAIN VIEW-CA', 'SAN JOSE-CA', 'LOS ANGELES-CA', 'SEATTLE-WA', 'DALLAS-TX', 'DURHAM-NC', 'IRVING-TX', 'BOSTON-MA', 'ALPHARETTA-GA', 'TAMPA-FL', 'ATLANTA-GA', 'SANTA CLARA-CA', 'AURORA-IL', 'HERNDON-VA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'HOUSTON-TX', 'SAN JOSE-CA', 'LOS ANGELES-CA', 'CHICAGO-IL', 'MOUNTAIN VIEW-CA', 'SEATTLE-WA', 'PLANO-TX', 'DALLAS-TX', 'ATLANTA-GA', 'IRVING-TX', 'SUNNYVALE-CA', 'AURORA-IL', 'AUSTIN-TX', 'BROOKLYN-NY', 'FREMONT-CA', 'SANTA CLARA-CA', 'ALPHARETTA-GA', 'MIAMI-FL']",2783,3054,69.21,75.95
2017Q2,WITHDRAWN,9800,16057,10000,333167,231920000,0,418227,205892960,42,"['54151', '54133', '61131', '54161', '54169']","['PROGRAMMER ANALYST', 'SOFTWARE ENGINEER', 'SOFTWARE DEVELOPER', 'BUSINESS ANALYST', 'SYSTEMS ANALYST']","['DURHAM-NC', 'NEW YORK-NY', 'CHICAGO-IL', 'DALLAS-TX', 'SAN FRANCISCO-CA', 'IRVING-TX', 'EDISON-NJ', 'HOUSTON-TX', 'ISELIN-NJ', 'FREMONT-CA', 'PRINCETON-NJ', 'BELLEVUE-WA', 'SAN JOSE-CA', 'SANTA CLARA-CA', 'PLANO-TX', 'MOUNTAIN VIEW-CA', 'EXTON-PA', 'PISCATAWAY-NJ', 'TROY-MI', 'ATLANTA-GA']","['NEW YORK-NY', 'SAN FRANCISCO-CA', 'DALLAS-TX', 'HOUSTON-TX', 'CHICAGO-IL', 'IRVING-TX', 'SAN JOSE-CA', 'ATLANTA-GA', 'BELLEVUE-WA', 'SUNNYVALE-CA', 'SOUTH PLAINFIELD-NJ', 'AUSTIN-TX', 'SEATTLE-WA', 'FREMONT-CA', 'LOS ANGELES-CA', 'ALPHARETTA-GA', 'COLUMBUS-OH', 'MOUNTAIN VIEW-CA', 'PLANO-TX', 'PRINCETON-NJ']",5495,6353,56.07,64.83
